,Model,Num_hidden_layers,Layer_widths,Train_Acc,Val_Acc,Train_Loss,Val_Loss,Early_Stopping_Epoch
0,TresLocos_6,3,512;512;256,0.963554667998003,0.9900199600798403,0.007954612358526014,0.0007053271961094488,100.0
1,Triads_6,3,512;512;512,0.9815277084373439,0.9820359281437125,0.002228623999477305,0.0006556196498633232,100.0
2,Three_Musketers_6,3,256;256;256,0.9770344483275087,0.9820359281437125,0.0027294137572928478,0.0021217744376595426,100.0
3,threes_company_6,3,128;128;128,0.9670494258612082,0.9760479041916168,0.004473865235559605,0.0010000001174395908,100.0
4,trisomy21_6,3,512;256;128,0.9710434348477284,0.9780439121756487,0.007820523367344746,0.0012029238069643073,100.0
5,I_Am_Peaches_6,3,256;64;16,0.9595606590114828,0.9760479041916168,0.004280457248947529,0.0013471582129285363,100.0
6,Let_It_Be_6,3,512;128;32,0.9730404393409885,0.9880239520958084,0.00278395867750283,0.0005752675190192467,98.0
7,Winter_Is_Coming_6,3,512;256;256,0.9685471792311533,0.9940119760479041,0.003442446289154414,0.0006170863250631582,50.0
8,Banana_Split_6,3,256;256;64,0.9600599101347979,0.9860279441117764,0.004192784667820393,0.0009122808963922921,62.0
9,dosEquis_6,2,512;256,0.9835247129306041,0.9880239520958084,0.0019105550628840129,0.0010811803968062814,100.0
10,Twins_6,2,512;128,0.9815277084373439,0.9940119760479041,0.0018404164256554058,0.00043288482403747007,41.0
11,paul_6,1,512,0.9840239640539191,0.9680638722554891,0.021339845905536975,0.007278456326626137,100.0
12,john_6,1,256,0.9800299550673989,0.9940119760479041,0.0022484964632843987,0.0004128264065470803,87.0
13,george_6,1,128,0.9555666500249625,0.9660678642714571,0.004133622435907751,0.0025235886656272107,15.0
14,PLO_6,4,256;256;256;256,0.9695456814777833,0.9880239520958084,0.0029535846788430594,0.0009616085402751174,100.0
15,Night_At_The_Museum_6,4,512;256;256;128,0.9755366949575637,0.9940119760479041,0.003135576171819558,0.0005787998235026029,94.0
16,Get_Gymwrecked_6,4,512;256;128;64,0.9700449326010984,0.9860279441117764,0.002754619064230771,0.0007565135146470781,100.0
17,The_Wrath_Of_PANDAS_6,4,512;512;128;128,0.9660509236145781,0.9840319361277445,0.003732074167755169,0.0010754429519607754,100.0
18,Hey_Kid_You_Suck_6,4,256;256;64;64,0.9545681477783325,0.9860279441117764,0.005482109015481105,0.0008660349809005113,100.0
19,Here_Comes_Chuckie_Chan_Martial_Arts_Master_Of_Reptar_Land_6,4,512;128;32;8,0.9331003494757864,0.9840319361277445,0.007591962433060704,0.0030630880273402688,100.0
20,The_Bearded_Bandit_Just_Zoomed_6,4,512;512;256;64,0.9625561657513729,0.9840319361277445,0.00341765444467232,0.0019732411358758303,100.0
21,how_many_rings_you_got_kobe_6,5,512;256;256;128;32,0.9675486769845232,0.9780439121756487,0.004916737551223887,0.002068231096528396,100.0
22,Glaucoma_6,5,512;512;512;512;512,0.9660509236145781,0.9940119760479041,0.006614762176334099,0.0007395053872240971,58.0
23,Degen_Gambler_6,5,256;256;256;256;256,0.9575636545182227,0.9760479041916168,0.0047561209244329035,0.0012693510348062791,100.0
24,Cinco_De_Mayo_6,5,512;256;128;64;32,0.9535696455317024,0.9680638722554891,0.009737188839253653,0.0017997789291475347,100.0
25,Heavily_Caffeinated_6,5,256;128;64;32;16,0.9525711432850724,0.9840319361277445,0.005744369093308256,0.0014560879447484416,100.0
26,Who_Puts_Fries_In_A_Burrito_6,5,256;256;128;128;32,0.9525711432850724,0.9900199600798403,0.005947560221198584,0.0010339324232451097,31.0
27,Going_Super_Sayan_6,5,512;512;128;64;16,0.9410883674488267,0.9780439121756487,0.0065435319990142845,0.0011408211693108201,100.0
