Loss,Acc
0.03475411614020189,0.8902195608782435
0.006482547476233361,0.9201596806387226
0.01776082517984444,0.936127744510978
0.0037279057306257965,0.9481037924151696
0.004068014151537549,0.9560878243512974
0.0028252950088751175,0.9660678642714571
0.002139069418796522,0.9481037924151696
0.002201344343385624,0.9780439121756487
0.0031897530378866756,0.9760479041916168
0.001873253257025011,0.9720558882235529
0.0030401832356253366,0.9840319361277445
0.004031879940774745,0.9401197604790419
0.0023442504466502016,0.9660678642714571
0.0011683028147643256,0.9800399201596807
0.00543081667483366,0.9880239520958084
0.005744960760891051,0.9540918163672655
0.0021279303541968386,0.9600798403193613
0.0022296406758090335,0.9820359281437125
0.0022698383501353497,0.9800399201596807
0.002314286693157312,0.9900199600798403
0.0011226969047034988,0.9880239520958084
0.0012414324266497721,0.9820359281437125
0.0008367746461930122,0.9900199600798403
0.001619499667729818,0.9700598802395209
0.0013858608995841262,0.9720558882235529
0.001457310912451203,0.9720558882235529
0.0019985056236412322,0.9660678642714571
0.006349969755192687,0.9540918163672655
0.002062132503064033,0.9840319361277445
0.0011297359736357443,0.9720558882235529
0.0008290348172061398,0.9960079840319361
0.0009469919305428595,0.9800399201596807
0.004762616605235788,0.9700598802395209
0.0012458009190951286,0.9820359281437125
0.0010613813134702202,0.9900199600798403
0.0010132017504040918,0.9820359281437125
0.0007936225949829359,0.9960079840319361
0.001030454697448039,0.9900199600798403
0.0027612326648123486,0.9840319361277445
0.0019888287942722706,0.9820359281437125
0.001241729375065124,0.9820359281437125
0.0012168508136185805,0.9880239520958084
0.000622771241590139,0.9900199600798403
0.0006725610597031247,0.9900199600798403
0.00047885326273830426,0.9960079840319361
0.0005752436162349945,0.9920159680638723
0.0009367209245746364,0.9900199600798403
0.0008119599388990395,0.9820359281437125
0.004220314543952649,0.9740518962075848
0.0011703527481745958,0.9740518962075848
0.0007218347145281658,0.9900199600798403
0.0019069393302505453,0.9780439121756487
0.0009924573442729528,0.9840319361277445
0.0012343700454912395,0.9780439121756487
0.0011286066829723244,0.9880239520958084
0.0009311208796098145,0.9840319361277445
0.0012804526635148226,0.9860279441117764
0.0005638680642493024,0.9920159680638723
0.0014326561645729217,0.9840319361277445
0.0009323915749223171,0.9860279441117764
0.001203210961664776,0.9800399201596807
0.0007030795276733841,0.9880239520958084
0.001291523948372221,0.9860279441117764
0.004057363403727302,0.9760479041916168
0.0010663862020649135,0.9820359281437125
0.0007611090794764273,0.9840319361277445
0.0008852218343163404,0.9940119760479041
0.001054610630244987,0.9880239520958084
0.0010475957456082961,0.9840319361277445
0.0005045148891749087,0.9940119760479041
0.001617249544115529,0.9840319361277445
0.0005428881922127036,0.9900199600798403
0.0014747383378301106,0.9840319361277445
0.0010929444891692487,0.9740518962075848
0.002319528759613321,0.9900199600798403
0.005602640414330736,0.9800399201596807
0.005352557058264399,0.9800399201596807
0.0005338971398862827,0.9940119760479041
0.0010261793374344186,0.9820359281437125
0.0005904419957372005,0.9920159680638723
0.001340812543279746,0.9780439121756487
0.0007246593220792376,0.9860279441117764
0.0008927386168329168,0.9900199600798403
0.0004992919043752136,0.9900199600798403
0.0014477022297157787,0.9880239520958084
0.0007055477958828761,0.9920159680638723
0.0012237480641742369,0.9840319361277445
0.0008740625053904662,0.9840319361277445
0.00044533125285901306,0.9900199600798403
0.0012277740930084385,0.9820359281437125
0.003490404388251549,0.9800399201596807
0.001188380378683027,0.9960079840319361
0.00045725297688310425,0.9880239520958084
0.00035456181831613505,0.9920159680638723
0.000908746925642028,0.9940119760479041
0.0007500929838685322,0.9800399201596807
0.00037820947759909304,0.9940119760479041
0.00033260300026046103,0.9920159680638723
0.0032940945223266837,0.9880239520958084
0.0011569184051643492,0.9900199600798403
0.0012029238069643073,0.9780439121756487
