Loss,Acc
0.05453288222025492,0.10778443113772455
0.017790874217203753,0.8483033932135728
0.014674277541166294,0.8383233532934131
0.013655527623113757,0.8782435129740519
0.014107297845705302,0.8582834331337326
0.012980946226272279,0.8702594810379242
0.01230381745956615,0.874251497005988
0.013054319395276601,0.8662674650698603
0.012347133900828942,0.874251497005988
0.010897281670760728,0.8982035928143712
0.010142187723618544,0.9141716566866267
0.012984273423572739,0.8702594810379242
0.009431077290080978,0.9101796407185628
0.012192132587204436,0.9401197604790419
0.013891430434114681,0.8243512974051896
0.013216566272124558,0.8682634730538922
0.01009142647186915,0.8962075848303394
0.009086804743298513,0.9101796407185628
0.010687392405764072,0.8802395209580839
0.0117871944835324,0.872255489021956
0.010045270898384962,0.8962075848303394
0.01107224518667438,0.9221556886227545
0.010338614057162089,0.936127744510978
0.01019075724060188,0.9401197604790419
0.009034856871335569,0.9461077844311377
0.009554752496307243,0.9241516966067864
0.010751906105739152,0.9441117764471058
0.009857209484853193,0.9281437125748503
0.00990537128703085,0.906187624750499
0.0088472876050872,0.93812375249501
0.00821351451044549,0.9261477045908184
0.010683663457096693,0.908183632734531
0.009676392786874028,0.9301397205588823
0.010834133865947495,0.9041916167664671
0.009071654396618674,0.9141716566866267
0.006797198756428774,0.9421157684630739
0.008776328952131634,0.9161676646706587
0.009472416516787516,0.9500998003992016
0.009174580687653281,0.936127744510978
0.011533738312844983,0.9301397205588823
0.006378499170144399,0.93812375249501
0.008953546818918334,0.9101796407185628
0.006145923177222768,0.936127744510978
0.007966842829526779,0.9321357285429142
0.005686884095330914,0.9301397205588823
0.008705881734689077,0.9500998003992016
0.006312042526796668,0.936127744510978
0.01134774298546557,0.9600798403193613
0.007609652723380905,0.936127744510978
0.011679470390378834,0.9181636726546906
0.012591035661107289,0.9121756487025948
0.011637616426704411,0.9161676646706587
0.01086290116736037,0.9520958083832335
0.009917266837910502,0.9261477045908184
0.015031859159707547,0.9021956087824351
0.013174240051688785,0.8942115768463074
0.0100659633319297,0.908183632734531
0.011334936121504702,0.936127744510978
0.007708600709240831,0.9401197604790419
0.0069185365772175935,0.9321357285429142
0.005763106174514203,0.93812375249501
0.015199751383113766,0.9461077844311377
0.013918532434099925,0.9580838323353293
0.013008254701029993,0.8962075848303394
0.011820587227325478,0.9141716566866267
0.009134419838676671,0.9461077844311377
0.00927596982427224,0.93812375249501
0.0099180084978511,0.9341317365269461
0.009812387959388439,0.936127744510978
0.008146305068464811,0.9441117764471058
0.008791756650763833,0.9441117764471058
0.010594154241496694,0.9441117764471058
0.009901934357252187,0.9540918163672655
0.01081422134163137,0.9500998003992016
0.011272990602085333,0.9620758483033932
0.012041649875043336,0.9620758483033932
0.011985111242706726,0.9600798403193613
0.01102416163046441,0.9481037924151696
0.0105771354795573,0.9580838323353293
0.015637480990288263,0.9580838323353293
0.015121143692342225,0.9600798403193613
0.005546076963107267,0.9241516966067864
0.006083055427242182,0.9540918163672655
0.016707714353460343,0.9640718562874252
0.010388931925008872,0.9401197604790419
0.013029447855230815,0.9580838323353293
0.012709544964149564,0.9520958083832335
0.011819317423833344,0.936127744510978
0.018682273967329136,0.9580838323353293
0.007815074536228133,0.9481037924151696
0.011531051043829994,0.93812375249501
0.015130478232548742,0.9580838323353293
0.01255329063686425,0.9461077844311377
0.015993957199572684,0.9700598802395209
0.018432500720128208,0.9720558882235529
0.008890760501106819,0.9401197604790419
0.007902215467301195,0.9540918163672655
0.01624848775216146,0.9620758483033932
0.015638573639868144,0.9221556886227545
0.010949270691938268,0.9481037924151696
0.010881701086512107,0.9640718562874252
