Loss,Acc
0.04856510742933688,0.10778443113772455
0.02049315350498268,0.8483033932135728
0.016022222692857007,0.8522954091816367
0.014936301671340317,0.8483033932135728
0.014381387127849633,0.8323353293413174
0.013873905062437533,0.872255489021956
0.013070657581626299,0.8822355289421158
0.013757143905776703,0.846307385229541
0.013296772292750086,0.8323353293413174
0.011852819346144289,0.8762475049900199
0.01016892543333971,0.8942115768463074
0.011809832351412364,0.8622754491017964
0.0117993199837184,0.874251497005988
0.010886285149170729,0.9001996007984032
0.01072793648747389,0.9001996007984032
0.011212211526082662,0.8822355289421158
0.010576900243461727,0.9261477045908184
0.009486444220095576,0.9161676646706587
0.010466232806622625,0.9001996007984032
0.010111005504628618,0.9341317365269461
0.00988388156700515,0.8902195608782435
0.010247977773943347,0.9301397205588823
0.010047745428042498,0.9221556886227545
0.009365118831812503,0.9301397205588823
0.011424558471419854,0.9500998003992016
0.009606458335936426,0.9161676646706587
0.01281215766530313,0.9341317365269461
0.01042842687276785,0.9520958083832335
0.009596455671235234,0.906187624750499
0.010274813174011703,0.906187624750499
0.00910273061957426,0.9261477045908184
0.009232828330375002,0.9341317365269461
0.009152142587536109,0.908183632734531
0.009196993000731022,0.908183632734531
0.009709429122254759,0.8782435129740519
0.00997518464000877,0.9141716566866267
0.00932648886523085,0.9121756487025948
0.00948949121013135,0.9161676646706587
0.010568184328233886,0.9341317365269461
0.008874833435117604,0.9201596806387226
0.008758066954489002,0.9341317365269461
0.008117837954067184,0.9301397205588823
0.008317361096898,0.9161676646706587
0.008969344927403266,0.9341317365269461
0.008607919701559101,0.9221556886227545
0.00926986869104846,0.9121756487025948
0.01121240507759258,0.9261477045908184
0.010273117534890621,0.9401197604790419
0.009098667725771963,0.9401197604790419
0.010292511292084486,0.9421157684630739
0.008376805055998042,0.9401197604790419
0.011236468954625245,0.9461077844311377
0.010278947985993174,0.9341317365269461
0.013062396501757933,0.9580838323353293
0.00920584234976007,0.9500998003992016
0.008227896502988781,0.9261477045908184
0.008916604639348869,0.9341317365269461
0.010965408352082836,0.9401197604790419
0.009575161413696711,0.936127744510978
0.009289021851000433,0.9301397205588823
0.009554418157079738,0.9121756487025948
0.008891434696858038,0.9341317365269461
0.008794006956611089,0.8902195608782435
0.007621321685894759,0.9261477045908184
0.008657685694788506,0.9261477045908184
0.01201606551910232,0.9580838323353293
0.006616611405463514,0.9401197604790419
0.009451982920279284,0.9441117764471058
0.008636459076178526,0.9481037924151696
0.007900478374101445,0.9401197604790419
0.006619064040675373,0.936127744510978
0.007658611715375306,0.9301397205588823
0.008577410235792815,0.9321357285429142
0.009562098441604607,0.9421157684630739
0.012416613650714566,0.9560878243512974
